Usuario;Caption;Likes;Imagen;Fecha
sebastianortizg;Si sale,Si fluye ,si lo disfruta, si no lo obliga, arránquele 💪🏿🔥🙏🏾👌🏽#FelizMartes ..........#quotes #quotes #pensamientos #arranquele #influencer #metale #instagram #goodvibes #marcapersonal #marketing #fitness #triathlon #pereira;94 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/42068665_354855515256579_474232829103267797_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=pTVM0D4jKS4AX8T5j8-&oh=bcbefa7cdc5e28a684fa15a87ce1c735&oe=5E8F9AFF;October 9, 2018
sebastianortizg;Confieso que fue muy difícil dejar el color negro por un solo día 🤣🤣🤣 #feliznoche ........#nite #noche #marcapersonal #rain #colors #marketer #marketing #goodvibes #fun #smile #pink #yellow #red #shoes #goodvibes #triathlon #fitness #pereira;94 likes;;October 8, 2018
sebastianortizg;Mas aun si la promesa es con usted mismo... No pierda mas tiempo y haga las cosas ⚡️🕺🏿 #FelizSabado ........#Marcapersonal #mercadeo #branding #redessociales #quotes #instaquote #fun #goodvibes #nite;109 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/42002290_1150118811806536_626200045449389997_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=GmnQWj21c_EAX9aDMNL&oh=e09fcfadfd14c08cd58c7272d67b8e62&oe=5E9729B4;October 6, 2018
sebastianortizg;Reta tú mente y tú cuerpo 💪🏽, próximo 13,14 y 15 de Octubre #TRIBUCHALLENGE...TRIBU CHALLENGE: :3 días Sábado 13 de octubre : 800mts natación, descanso 15min + 5km carrea a pie...Domingo 14 de octubre: cronoescalada via condina punto 30, (12km)...Lunes festivo : Triatlón super sprint (400mts - 10km - 2.5km), villa Olimpica.. Mayor información por interno.WhatsApp: 3216606468 Richard Cárdenas.3102898715 Nataly Agudelo3136176055 Tatiana Betancourt. .... *IMPORTANTE: sin cierre de vías - paso controlado de vehículos.*...#triathlon #triatlon #triatlhon #fit #fitness #fitnessfood #fitnesslife #run #bike #swim #roadbike #photography #;83 likes;;October 5, 2018
sebastianortizg;Y a ti que te motiva a sonreír ? 😎🤩.....#Friday #photography #fun #goodvibes #smile #photo #atleta #triathlon #weekend #photo #influencer #instagram #photooftheday #Pereira;116 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/42739521_178727206375342_7156421788523933320_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=RnQ4UwbwffEAX9VZZhO&oh=bd4d74462de1a47e308e10cfb8a66567&oe=5E8F5324;October 5, 2018
sebastianortizg;No Azara ⚡️🤷🏾‍♂️🤙🏾 #FelizNoche ..........#quotes #nite #pensamientos #marcapersonal #socialnetwork #quotes #triathlete #quotesaboutlife #noche #tbt;187 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/42456517_2253815424852677_1620059676390521581_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=nqJSKyODRdgAX9YmGju&oh=289c299c1821e0573520058e7c071ffe&oe=5E96F2B0;October 4, 2018
sebastianortizg;Sumando Kilómetros, Llevando mi cuerpo al límite, Controlando mi mente⚡️🔥...@tribu_triatlon .. .#running #friends #Run #Nike #Triathlon #triathlete #fitnesslife #fitnesmotivation #Fit #armenia ##nikePlus #friend #Goodvibes #Fun #Colombia #10k #fun;130 likes;;October 4, 2018
sebastianortizg;Frías Noches 🚴🏾‍♂️💥💥...@tribu_triatlon ....#bike #bikeporn #run #swim #running #roadbike #triatlon #triathlon #triathlete #fitness #fitnessmotivation #nite #photography;107 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/42003180_274475016529689_3245430506213250370_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=9FGV-sL_sZkAX_G4Kg_&oh=5b7b8ee0d91a048f6f173675c1f7d7e7&oe=5E9A6516;October 3, 2018
sebastianortizg;P r o y e c t e s e 👌🏽🤨.......#quotes #quotesandsayings #marcapersonal #branding #brand #marketing;84 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/42485522_1129598680538152_7068634353964007032_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=gH9CFZcLSBcAX9DX9vG&oh=3e01907298b0bb027737d876236cdab3&oe=5E989E64;October 2, 2018
sebastianortizg;Mi Segunda Familia @tribu_triatlon ⚡️ 3 Deportes 🔥 Una sola Pasión 👊🏽🙌🏾.........#running #run #triathlon #triathlete #triathletelife #fitness #fitnessmotivation #fitfam #nike #nikeplus #nite #monday #;116 likes;;October 1, 2018
the_runaddict;¿Adivinen quién fue el más feliz de la foto? 🙈 Hoy sentí muchas ganas de ser “the_triaddict” 😅. ¿Cómo sonará eso?🤔#VamosAethos #Aethosteam....#Orgullosamenteaetho #Swimbikerun #ilovetri #tribogota #ironman703 #triatlonbogota #triatloncolombia #triathlontraining #triathlete #triathlontraining #triathlontraining #trilife #3athlonlife #triforlife #nopainnogain #ironman703cartagena #raceweek;376 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/81659840_2462334777352784_3300336921541881730_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=4Ba1tqYnQGIAX-T2bxW&oh=e15b7c7030363cebcb6e97a96b977904&oe=5E9423C0;January 19
the_runaddict;Año Nuevo, 📝 metas nuevas 👊🏻“Este año si...”. 💪🏻 Y ¡Si! Se vale soñar. O se vale tener una revancha de lo que el año pasado no nos trajo. Pero nada funciona sin un plan. 🧐 Hay que fijarse metas responsables y coherentes. ✔️ Está en nuestras manos terminar felices, o frustrados....#orgullosamenteaetho #nbrunning #runyou #fearlesslyindependent #runsinthefamily #Newbalance #coparunners#soyrunner #wmm #igrunner #transformatuvida #VamosAethos #Aethosteam #runnerscolombia #runningcolombia #runningbogota #igrunners #iloverunning #instarunners #Runhappy #Runforlife #born2run;;;January 2
the_runaddict;"🗽Así es desde adentro la 💙 @nycmarathonEs mucha la gente que participa en una grande (maratón) como la de Nueva York: Más de 52.000 personas 😱. Pero es aún más grande el número de personas que aun no se le mide a una grande. 🤗Por eso me gusta dejar esto por aquí: Los invito a ver a través de mis ojos y a vivir a través de mi experiencia, cómo es estar presente en la maratón más importante del mundo..A NY muchos le tienen respeto; otros, hasta miedo. ☝🏻Sin duda es una competencia retadora. Por su desnivel. Porque siempre es mejor correr una ultra flat. Pero déjenme decirles que vale la pena afrontar esos miedos. En ninguna maratón van a vivir la experiencia que van a vivir aquí..No hay palabras para describirlo, y este espacio no sería suficiente; el video en algo le hace justicia. Pero por favor: Pónganlo en su lista de cosas por hacer algún día. Además, es un destino que un día hay que visitar casi obligado..Gracias a @newbalanceco y a @copaairlines por llevarme a cumplir este sueño. Estaré agradecido siempre. Si me quieren llevar de nuevo este año, prometo no poner resistencia :)..A @lagalleraco por la edición tan cool del video. A @aethosport por ayudarme con mi preparación porque de otra manera no habría podido correr estas 4 maratones en 2 meses....#vamosaethos #aethosteam #runforfun #runforlife #runnersofig #runaddict #iloverunning #runningcolombia #ironman703cartagena #nbrunning #runyou #fearlesslyindependent #runsinthefamily #Newbalance #coparunners #NBTeamCO2019 #soyrunner #wmm #igrunner #transformatuvida #born2run #runthisrunanything #tcsnycmarathon #nycmarathon #nycmarathon2019";;;December 17, 2019
the_runaddict;¡Hey! ⚠️¡No se le hace 🐇 al fortalecimiento! 💪🏻Es una buena época para estar focus en poner el cuerpo fuerte 🏋🏻‍♂️ sin abandonar el running, el ciclismo y la natación... Sino, la misma da🤦🏻‍♂️. ¿Tanto trabajo en el año y echarlo para atrás ahorita y volver a empezar💀 en enero? 👀OJO con esto👇🏻..🗣Muchos toman estas festividades 🎄 como un premio por todo lo hecho en año (🐽🍺💃🏽🕺🏻). Ok... ¡Ok! 🤗 ¡Si! hay que descansar. Solo tengan presente que:..🔸 “No hacer nada” es posiblemente la peor decisión. 🧩Hasta recuperarse tiene su ciencia..🔸Mejor sin excesos: Se vale comer rico🍔, hasta uno que otro 🥂 y seguro ganar algo de peso. Solo piense qué tanto quiere ganar, por lo rico que va a ser perderlo después para rendir bien😅..🔸🏋🏻‍♂️Fortalecer no es ir a romperse en el gimnasio🧟‍♂️. Será exitosa la pretemporada solo si se administran las cargas de manera adecuada y peecisa🧠..🔸Lo anterior aplica también para 🏃🏻‍♂️🚴🏻‍♂️🏊🏻‍♂️. Uno cree que ya se sabe entrenar y lo que hace es embarrarla y empezar 2️⃣0️⃣2️⃣0️⃣ con el pie izquierdo🦶. ¡Pilas con lo que se invente! Cómo dice mi gran amigo @davidrodriguezu : 😂 “A inventar a Maloka”. #vamosaethos #aethosteam....#runforfun #runforlife #runnersofig #runaddict #iloverunning #runningcolombia #marathontraining #ironman703cartagena #nbrunning #runyou #fearlesslyindependent #runsinthefamily #coparunners #tbt #picoftheday #marathoner #soyrunner #wmm #igrunner #transformatuvida #runnerscolombia #igrunners #iloverunning #instarunners #Runhappy #Runforlife #born2run;523 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/74681720_1380862092112576_4332389310726509500_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=xyyGCD1GKe4AX8ZbWk5&oh=b1685f55b217e925a9b1845be5a53c01&oe=5E972775;December 13, 2019
the_runaddict;🛍🎁 Que todo fluya, y que nada influya. 🎄It’s Xmas 🙆🏻‍♂️ #fearlesslyindependent @newbalanceco ...#nbrunning #runyou #newbalance #picoftheday #photogram #runsinthefamily #coparunners #NBTeamCO2019 #runthisrunanything #runforfun #runforlife #runnersofig #runaddict #iloverunning #tbt #christmasiscoming #christmas #ilovexmas #instatravel #travelphotography #idgaf #gaypride #nevergiveup #neverstopexploring;439 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/74610757_602914667122142_359149091417150747_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=CmrHzhokErEAX_IVqTm&oh=1e0dc0fb9bd7e5926cc4db9bbe7bf016&oe=5E903D58;December 8, 2019
the_runaddict;💛 No siempre se trata de ti. 🙋🏻‍♂️¿Quieres inspirarte? Ve a apoyar a tus amigos, a todo deportista que se le mida a una carrera cómo está. 🥳 ¡Felicitaciones triatletas!..🤩 Fin de semana de inspiración apoyando a 94 aethos a cumplir sus sueños 🙌🏻 en el @ironman70.3cartagena. ¡Gracias #aethosTeam! Estoy lleno de memorias y motivos para seguir con nuestros retos....#VamosAethos #Aethosteam #Orgullosamenteaetho #Swimbikerun #ilovetri #tribogota #ironman703 #triatlonbogota #triatloncolombia #triathlontraining #triathlete #triathlontraining #triathlontraining #trilife #tbt #medalmonday #3athlonlife #triforlife #nopainnogain #ironman703cartagena #raceweek #born2run #picoftheday;570 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/73279456_154297702517133_3933828361975666939_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=D7A61Z774xMAX8vbZ-T&oh=281a7b55101097caac897342cc5a1751&oe=5E9AE4BF;December 1, 2019
the_runaddict;✨Joy and happiness... de terminar esa m****@ tan dura😂. Un #tbt bonito, de mi último 70.3 en 2018. Con el 💛 hinchado de haberle servido de saco de hielo portátil, ☝🏻coach regañón y cheerleader 🤸🏻‍♂️ a @lauradanielara14 durante los últimos 10K del running del @ironman70.3cartagena. 🥳Ese día nuestra Laurita ganó en su categoría: 🙋🏻‍♂️Espero haber aportado un granito de arena en ello, fue un rato muy especial para mi correr con ella que es una dura...y yo me quedé con un PR muy feliz 🏅..Querido triatlón: 😑A mi no se me ha olvidado que el sub 5 me quedó grande🤷🏻‍♂️ antes de dejarte. Déjame salir de tanta maratón y nos volvemos a medir tu y yo 😉....#raceweek #born2run #VamosAethos #Aethosteam #Orgullosamenteaetho #Swimbikerun #ilovetri #tribogota #ironman703 #triatloncolombia #triathlontraining #triathlontraining #trilife #3athlonlife #triforlife #nopainnogain #ironman703cartagena #medalmonday #picoftheday  #runforfun #runforlife #runnersofig #runaddict #iloverunning #nbrunning #runyou #fearlesslyindependent #runsinthefamily #coparunners;789 likes;;November 28, 2019
the_runaddict;☝🏻Nada se deja al azar 🗣 Pilas con cómo los entrenan.Planeación 🧠: La clave de todo. Cuestionen todo. Hay formas y estilos de entrenar. Unos se quedaron 20 años atrás. 👉🏻 Si es lo que ud quiere, está ok 🤷🏻‍♂️. Pero uds se merecen lo mejor..Asegúrense de estarle sacando todo el provecho a su entrenamiento. Este es un proceso largo. 🃏No deje que le armen un castillo de naipes. Hoy hay muchas herramientas 🛠 🧰 que podemos aprovechar para ayudarlo a cumplir sus sueños 😍....#VamosAethos #Aethosteam #Orgullosamenteaetho #Swimbikerun #ilovetri #tribogota #ironman703 #triatlonbogota #triatloncolombia #triathlontraining #triathlete #triathlontraining #triathlontraining #trilife #3athlonlife #triforlife #nopainnogain #ironman703cartagena;;;November 22, 2019
the_runaddict;"Where I want to be. What I want to be |📍The vessel 🙌🏻: Totalmente nuevo para mi y de mis favoritos en este viaje..Llego a donde quiero corriendo 🏃🏻‍♂️; y a donde no se pueda correr, siempre se podrá volar. Lo importante es llegar. @copaairlines 🤜🏻🤛🏼 #coparunners ...#picoftheday #instatravel #travelphotography #instatraveling #vamosaethos #aethosteam #runforfun #runforlife #runnersofig #runaddict #iloverunning #runningcolombia #ironman703cartagena #nbrunning #runyou #fearlesslyindependent #runsinthefamily #NBTeamCO2019 #soyrunner #wmm #igrunner #transformatuvida #born2run #runthisrunanything #tcsnycmarathon #nycmarathon #nycmarathon2019 #tbt";685 likes;;November 9, 2019
the_runaddict;🎁 Aquí va un regalito | 🤷🏻‍♂️ Y aunque hasta bonus les di con los Lives 🤳🏻en plena carrera, no me aguanté las ganas de adelantarles este pedacito del video 🎥 que vendrá de la @nycmarathon🗽. ¿Se alcanzan a imaginar cómo va a quedar el video completo? 😍#runthisrunanything #tcsnycmarathon..Pronto vendrá el video con todo: Desde el ✈️ con @copaairlines hasta toooodo lo que hicimos con @newbalanceco aquí en NYC, ☝🏻incluyendo, por supuesto, la maratón🏅....#vamosaethos #aethosteam #runforfun #runforlife #runnersofig #runaddict #iloverunning #runningcolombia #ironman703cartagena #nbrunning #runyou #fearlesslyindependent #tbt #runsinthefamily #Newbalance #coparunners #NBTeamCO2019 #soyrunner #wmm #igrunner #transformatuvida #born2run #runthisrunanything #medalmonday #nycmarathon2019;;;November 4, 2019
the_runaddict;Así quedó el uniforme de gala para la más grande 🗽. Los runners somos quisquillosos con la pinta. 😏 ¡No me vayan a  decir que no!....#vamosaethos #aethosteam #runforfun #runforlife #runnersofig #runaddict #iloverunning #runningcolombia #ironman703cartagena #nbrunning #runyou #fearlesslyindependent #runsinthefamily #Newbalance #coparunners #NBTeamCO2019 #soyrunner #wmm #igrunner #transformatuvida #born2run #runthisrunanything #tcsnycmarathon #nycmarathon #nycmarathon2019;816 likes;;November 3, 2019
the_runaddict;Del ✈️, derechito al parque 🌳. No me lo iba a perder, si lo más emocionante de esto que hago hoy es poder conocer tantas personas 🤩..👉🏻Así transcurrió el último encuentro de corredores @newbalanceco en Bogotá, hablando un poquito de la @nycmarathon 🗽....#vamosaethos #aethosteam #garmincolombia #runforfun #runforlife #runnersofig #runaddict #iloverunning #runningcolombia #ironman703cartagena #tbt #medalmonday #vamosaethos #aethosteam #orgullosamenteaetho #nbrunning #runyou #fearlesslyindependent #runsinthefamily #Newbalance #coparunners #NBTeamCO2019 #soyrunner #wmm #igrunner #transformatuvida #born2run #runthisrunanything #tcsnycmarathon;581 likes;;October 22, 2019
the_runaddict;🏃🏻‍♂️Back in track🔥 Aquí si que le saco provecho a este saquito. En el video que les dejo aquí verán que hoy tocó con buena ropita encima. A propósito: 👉🏻 No se deja al azar todo el gear para correr en NY. 😼 ¡Pilas por si hace frío! Y pilas, con llevar de más también. 🌡Esperemos unos días más a ver cómo pinta el clima y hablamos de esto, ¿Va?..🗽A la @nycmarathon le tengo muchísimo respeto (si, a las otras también). 💀Te puedes arruinar la carrera temprano por tanto desnivel. Aún así creo que un día NY me va a dar un regalo grande. 💪🏼 Mi cuerpo funciona bien en ese terreno. No creo que sea ahora. Ya siento los músculos muy resentidos 🤕. Pero estamos afinando para ir a pasarla brutal 💙....#vamosaethos #aethosteam #garmincolombia #runforfun #runforlife #runnersofig #runaddict #iloverunning #runningcolombia #ironman703cartagena #vamosaethos #aethosteam #orgullosamenteaetho #nbrunning #runyou #fearlesslyindependent #runsinthefamily #Newbalance #coparunners #NBTeamCO2019 #soyrunner #wmm #igrunner #transformatuvida #born2run #runthisrunanything #tcsnycmarathon;598 likes;;October 19, 2019
the_runaddict;Estimados runners. 👉🏻Les cuento que ya estoy recuperado y listo para lo que viene. La última me dejo muy golpeado, pero pueden más las ganas de estar en la @nycmarathon🗽. Para los que no saben, es posiblemente la competencia  más importante de running del mundo por la cantidad de personas que convoca (¡Más de 50.000 😱) sumado a que es un destino que cualquiera desearía visitar y más si de correr se trata. ⚠️Es una carrera de muchísimo respeto, y por eso me van a tener dando mucha lora sobre ella estos días..Esta va de la mano de @newbalanceco, con el #NBTeamCo crew que aquí les presento, y nos vamos con @copaairlines de nuevo luego de resolver un par de cositas en 🏠. Desde ya con los 👀 puestos en una que me ha desvelado todo el año pero que se que me brindará otra alegria 💙....#vamosaethos #aethosteam #garmincolombia #runforfun #runforlife #runnersofig #runaddict #iloverunning #runningcolombia #ironman703cartagena #vamosaethos #aethosteam #orgullosamenteaetho #nbrunning #runyou #fearlesslyindependent #runsinthefamily #Newbalance #coparunners #NBTeamCO2019 #soyrunner #wmm #igrunner #transformatuvida #born2run #runthisrunanything #tcsnycmarathon;610 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/73055194_613446119188926_1821160404215930903_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=7QF2GN3ZFL4AX-5z2SJ&oh=5c5e1d337890ab474cc9cbab9e7ab1e8&oe=5E8E9630;October 18, 2019
the_runaddict;✨Rise and shine 🏃🏻‍♂️ #ChicagoMarathon #MyChicagoMarathon....#runforfun #Runnersworld #runnerslife #runnerscommunity #runneralltime #nopainnogain #runfree #raceday #picoftheday #instagay #instatravel #bogotarunners #born2run #marathoner #vamosaethos #aethosteam #orgullosamenteaetho #nbrunning #runyou #fearlesslyindependent #runsinthefamily #soyrunner #wmm #runner;442 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/70378601_182244662816850_253786043899516618_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=05IbkFTwploAX9pmsNs&oh=ba57ba6e01734e0f2978fd0dd8115b77&oe=5E98E13E;October 11, 2019
the_runaddict;🎉 Última etapa de @aethosheadcoach de su travesía BOG-MED ¡C🙌🏻 Se alienaron los astros para poderlo acompañar en el último de día de running que lo llevaría a cumplir este tremendo reto. 🔥Fueron dos semanas de 402km corriendo para ir de Bogotá a Medellín..Seguro verán mucho de esto en todos los medios 🙂 Pero aquí les comparto cómo lo viví luego de apenas 12 horas de haber llegado de Europa de correr la @berlinmarathon 🤘🏻. ...#VamosAethos #Aethosteam #runnerscolombia #runningcolombia #runningbogota #igrunners #iloverunning #instarunners #Runhappy #Runforlife #born2run #runforfun #Runnersworld #runnerslife #runnerscommunity #runneralltime #nopainnogain #runfree #raceday #runnersbogota;;;October 8, 2019
the_runaddict;Berlín en scooter 🛴: El plan más del p*tas para conocer todo🤩. 👉🏻 Recomendadísimo para los que corrieron la @berlinmarathon y están caminando como 🧟‍♂️ 🧟‍♀️ #berlin42 #berlinlegend....#nbrunning #runyou #fearlesslyindependent #runsinthefamily#soyrunner #wmm #igrunner #transformatuvida #VamosAethos #Aethosteam #igrunners #iloverunning #instarunners #Runhappy #Runforlife #born2run #runforfun #Runnersworld #runnerslife #runnerscommunity #runneralltime #nopainnogain #runfree #bogotarunners #born2run #instapic #instatraveling #picoftheday #coparunners;496 likes;;October 1, 2019
the_runaddict;🇩🇪 Nunca rendirse: A veces la última llave es la que finalmente abre la puerta ✨. #berlinlegend #berlin42....#runforfun #Runnersworld #runnerslife #runnerscommunity #runneralltime #nopainnogain #runfree #raceday #picoftheday #instagay #instatravel #bogotarunners #born2run #berlinmarathon #marathoner #berlinmarathon2019 #vamosaethos #aethosteam #orgullosamenteaetho #nbrunning #runyou #fearlesslyindependent #runsinthefamily #soyrunner #wmm #runner;537 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/70586780_400617973955289_8125342666816937213_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=V3Qn_Fs8vPEAX_THlz1&oh=2811da7491c33330af09a403e2b569b1&oe=5E92502B;September 28, 2019
the_runaddict;@camilamoraf @davidrodriguezu @titoco80 . 😺✌🏼 Que quede por aquí para el recuerdo de un día muy especial. Porque lo mejor que el deporte me ha dado, son grandes amigos ❤️..A dos días de la @berlinmarathon 🔥..#vamosaethos #orgullosamenteaetho #berlin42 #berlinlegend #berlinmarathon #berlinmarathon2019;408 likes;;September 27, 2019
the_runaddict;☝🏻El running NO es un deporte individual #VamosAethos #Orgullosamenteaetho 💛 @maratonmedellin ....#tbt #maratonmedellin #runnerscolombia #runningcolombia #runningbogota #igrunners #iloverunning #instarunners #Runhappy #Runforlife #born2run #runforfun #Runnersworld #medalmonday runnerslife #runnerscommunity #berlin42 #berlinlegend #runneralltime #nopainnogain #runfree #raceday #bogotarunners #born2run #coparunners;796 likes;;September 26, 2019
the_runaddict;#NBGreyDay | ¡Hoy me visto de gris para celebrar junto a @newbalanceco más de un siglo de independencia 👟..Más que un color, el gris representa un linaje, la unión de una familia global de independientes a la cual orgullosamente pertenezco. 👽 El gris representa ese espíritu independiente con el cual me identifico. 🐺Porque tengo clara mi identidad, y no sigo (ni quiero parecerme) a nadie ✌🏼#fearlesslyindependent #nbrunning #runyou;;;September 5, 2019
the_runaddict;I feel good 🙂 | #orgullosamenteaetho....#aethosteam #runforfun #runforlife #runnersofig #runaddict #iloverunning #runningcolombia #ironman703cartagena #nbrunning #runyou #fearlesslyindependent #runsinthefamily #Newbalance #soyrunner #wmm #igrunner #runnerscolombia #runningcolombia #runningbogota #igrunners #iloverunning #instarunners #Runhappy #Runforlife #born2run #runforfun #Runnersworld #runnerslife #runnerscommunity #runneralltime #nopainnogain #raceday #vamosaethos;566 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/67430777_139913073915483_8288635643661508470_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=_DMaI3DNeh4AX9vdp4v&oh=e01620516712390299a90f7aef643b15&oe=5E94C40E;September 1, 2019
the_runaddict;🔥👟 Fuel cell all the way. 👊🏻 ¡Ya escogimos!🤔 ¿Cual de los dos será el elegido para las maratones del 8️⃣7️⃣6️⃣? Entre estos dos está el elegido para buscar la clasificación a Boston en la @MedellinMararon, y esperamos seguir con ellos pasa @chimarathon @berlinmarathon y @nycmarathon .Aquí les cuento un poco de lo nuevo que trae @newbalanceco . 😅 Tenía pereza de probar otros diferentes a mis 1080 de los récords de 5K, 10K, 15K y 21K (dos récords en esa distancia🏅) pues parecía que venían dándome todo, pero las sensaciones con la espuma Fuel Cell me cautivó. 😎 No dire mas, esta todo dicho en el video....#vamosaethos #aethosteam #runforfun #runforlife #runnersofig #runaddict #iloverunning #runningcolombia #ironman703cartagena #NBTeamCo2019 #runthisrunanything #orgullosamenteaetho #nbrunning #runyou #runnerscolombia #runningcolombia #runningbogota #igrunners #iloverunning #instarunners #Runhappy #Runforlife #born2run #runforfun #Runnersworld #runnerslife #runnerscommunity #runneralltime #nopainnogain #runfree #raceday #runnersbogota @newbalance;;;August 28, 2019
the_runaddict;🤘🏻 This is not what we tend to do but we enjoy it either way, because even having fun #runsinthefamily 👊🏻....#NBTeamCo #fearlesslyindependent #runyou #NBRunning;311 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/68668901_136019767653203_8014005223173123398_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=6AMN9uqQ0MQAX9AyB1h&oh=df1d2adb2f0188d9e62b2fa49d7524a9&oe=5E965F6C;August 28, 2019
the_runaddict;¡Último fondo! 🔥💀 Se vino este 8️⃣7️⃣6️⃣¡Este si que costó! Un test que arranca al km 25 no es de Dios 😂. Hoy con un combo tremendo: @castelcoachj y @andres_runnerslab, con quienes correremos en La @MaratonMedellin. 💪🏼 Con la compañía de @camilo.merchan y @quero_runnerslab quienes nos dieron fuerza más de la mitad del recorrido 👊🏼..Creo que ya está todo listo, ahora solo a mantenernos y confiar en la clasificación a Boston 🦄. #vamosaethos #aethosteam....#nbrunning #runyou #NewBalanceCo #NBRunning #NBTeamCo #fearlesslyindependent #newbalance #runsinthefamily #coparunners #marathontraining #garmincolombia #runforfun #runforlife #runnersofig #runaddict #iloverunning #runningcolombia #ironman703cartagena #orgullosamenteaetho #soyrunner #wmm #igrunner #transformatuvida #born2run 👉🏼 @newbalanceco @aethosport @garmin_colombia 📷 @goprocol;;;August 25, 2019
the_runaddict;36.5 km de candela 🔥 | No importa que te caigas 7 veces. ¡Levántate 8! 🤨 O, ¿Qué aprendiste las 7 veces que ya te levantaste? 👊🏼 #vamosaethos #orgullosamenteaetho ..👉🏼Counting down: 21 days for 8️⃣7️⃣6️⃣🏃🏻‍♂️....#runningbogota #igrunners #iloverunning #instarunners #Runhappy #Runforlife #born2run #aethosteam #nbrunning #runyou #NewBalanceCo #NBRunning #NBTeamCo #fearlesslyindependent #newbalance#coparunners #marathontraining #garmincolombia #runforfun #runforlife #runnersofig #runaddict #iloverunning;567 likes;;August 18, 2019
the_runaddict;"🤩🙌🏼 De esos días para no olvidar | #MediaMaratonCali #vamosaethos🗓 #TBT, vayamos a lo que pasó a 96 dias del 8⃣7⃣6⃣ #Run6starsWMM | Segundo test para poder entender qué tanto hemos avanzado en 6 meses de estricta preparación 💪🏼..Pero más allá de la felicidad de encontrarme el PR en la distancia nuevamente, este día el foco fue ir a correr feliz nuevamente, dar lo mejor y capturar nuevas tomas para poderles compartir los mejores momentos de una carrera linda y nueva para mi..Retadora 🥵: Si. 200m. de desnivel acumulado. La mayoría del ascenso al principio. Así que ¡Pilas! Arrancar con calma ☝🏻.Clima ☀: Chévere, pero allí hace calor. Hay que ir preparado para saber que el sol hará lo suyo. Pero, 🤔 de eso se trata... ¿Qué sería de estos retos si fueran siempre ""fáciles""? .#vamosaethos #aethosteam #orgullosamenteaetho #nbrunning #runyou #NewBalanceCo #NBRunning #NBTeamCo #fearlesslyindependent .#runforfun #Runnersworld #runnerslife #runnerscommunity #runneralltime #nopainnogain  #runfree #raceday #bogotarunners#vamosaethos #aethosteam #orgullosamenteaetho #nbrunning #runyou #NewBalanceCo #NBRunning #NBTeamCo #fearlesslyindependent #newbalance #coparunners #marathontraining";;;July 25, 2019
the_runaddict;116 km 🚴🏻‍♂️🔥 con el #aethosteam | 🙋🏻‍♂️Por ahora no se puede correr, pero no será un impedimento para entrenar 💪🏼 #vamosaethos #orgullosamenteaetho ....#swimbikerun #iloverunning #cyclingtips #ciclismoderuta #ciclismocolombiano #triatleta #abottwmm #bikelovers #triforfun #ironman703cartagena #born2run;570 likes;;July 21, 2019
